recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score,source_export,conversionRate,launchDate,paymentStatus,paymentRiskLevel,commissionMin,commissionMax,cookieLength,parentSectors,averagePaymentTime,descriptionShort
do_not_prioritize_now,31.4,Twenty Fall,twentyfall.co.uk,unknown,no,no,,Clothing,Clothing,100.00,0.07,0,no,yes,US,https://www.twentyfall.co.uk,,no,no,no,no,not_probed,,95601,0.0,AWIN_AllClothingAdvertisers.csv,0.176741,2025-08-12,amber,exposurelevel5,0,0,30,Retail & Shopping,null,10% commission on all products
do_not_prioritize_now,31.4,Bubbles Bodywear,lovemybubbles.com,unknown,no,no,,Clothing,Clothing,100.00,0.07,52.9305,no,yes,US,https://www.lovemybubbles.com,,no,no,no,no,not_probed,,88915,0.0,AWIN_AllClothingAdvertisers.csv,1.92308,2025-07-30,green,none,0,0,90,Retail & Shopping,68,
do_not_prioritize_now,31.2,Shop With Belen,shopwithbelen.com,unknown,no,no,,Clothing,Clothing,100.00,0.06,51.3936,no,yes,US,https://www.shopwithbelen.com,,no,no,no,no,not_probed,,97211,0.0,AWIN_AllClothingAdvertisers.csv,0.387663,2025-07-23,green,none,0,0,30,Retail & Shopping,70,Shop With Belen is now offering 15% commission for affiliate sales made through the RewardStyle/LTK platform.
skip_existing_or_refresh_only,31.2,Blogilates,popflexactive.com,unknown,unknown,no,,Clothing,Clothing,100.00,0.06,51.6738,no,yes,US,https://www.popflexactive.com,,yes,yes,no,no,not_probed,,75886,0.0,AWIN_AllClothingAdvertisers.csv,0.667449,2025-06-18,green,none,0,0,30,Retail & Shopping,73,
do_not_prioritize_now,31.2,Smith and Quinn,smithandquinn.com,unknown,no,no,,Clothing,Clothing,100.00,0.06,51.8527,no,yes,US,https://smithandquinn.com/collections/resort-sport-2025,,no,no,no,no,not_probed,,51817,0.0,AWIN_AllClothingAdvertisers.csv,0.179956,2025-07-17,green,none,0,0,30,Retail & Shopping,71,"Make a statement in Smith & Quinn and feel as great as you look. Founded in 2020, family-owned and operated Smith & Quinn has been creating in-house prints combined with updated styles in our signature S&Q Stretch fabric. Our fabric is as sof"
do_not_prioritize_now,31.1,Little Me,littleme.com,unknown,no,no,,Clothing,Clothing,96.38,0.09,58.9941,no,yes,US,https://www.littleme.com/,,no,no,no,no,not_probed,,87397,0.0,AWIN_AllClothingAdvertisers.csv,3.61502,2025-05-28,green,none,0,0,30,Retail & Shopping,63,
do_not_prioritize_now,31.0,Habitual,habitual.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,52.9234,no,yes,US,https://habitual.com,,no,no,no,no,not_probed,,93269,0.0,AWIN_AllClothingAdvertisers.csv,1.25163,2025-07-30,green,none,0,0,30,Retail & Shopping,68,
do_not_prioritize_now,31.0,roselili,roselili.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,52.1144,no,yes,US,https://www.roselili.com/collections/best-seller?utm_source=affiliates&utm_medium=shareasale,,no,no,no,no,not_probed,,37104,0.0,AWIN_AllClothingAdvertisers.csv,0.442478,2025-08-01,green,none,0,0,30,Retail & Shopping,71,"Roselili was founded in 2020 by Margie and Yiota. The girls started out with a simple fashion-blog-turned-online store, through which they sold a mix of vintage pieces, local labels as well as their own original designs. Rose"
do_not_prioritize_now,31.0,Etta+East,shopettaandeast.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,51.5792,no,yes,US,https://www.shopettaandeast.com,,no,no,no,no,not_probed,,53285,0.0,AWIN_AllClothingAdvertisers.csv,0.5737,2025-07-17,green,none,0,0,30,Retail & Shopping,72,"About UsHiiii, I’m so glad you’re here! I’m Kendra, the very proud owner of Etta East, a small midwest based brand/boutique! (fun fact: the store is named after my kiddos Jetta and Easton)"
do_not_prioritize_now,31.0,Brooklyn Grace LLC,brooklyngrace.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,0,no,yes,US,https://www.brooklyngrace.com,,no,no,no,no,not_probed,,63622,0.0,AWIN_AllClothingAdvertisers.csv,0.813008,2025-07-24,green,none,0,0,90,Retail & Shopping,null,"Classic comfort for mamas and their littles. Mama designed and owned, our buttery soft crewnecks and tees are all cut and sewn just for Brooklyn Grace with quality, softness, and comfort as top priorities. We work with LTK to offer a commission"
do_not_prioritize_now,31.0,Cara Loren Active,caralorenactive.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,51.9781,no,yes,US,https://caralorenactive.com,,no,no,no,no,not_probed,,45233,0.0,AWIN_AllClothingAdvertisers.csv,0.306807,2025-07-29,green,none,0,0,90,Retail & Shopping,65,"Cara Loren Active, the brand, is built off the ideals of putting in the work, having confidence in who you are, and consistently striving to become your best self. We aim to provide our customers with collections and pieces that are fashionable,"
do_not_prioritize_now,31.0,Plain Jane,shopplainjane.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,0,no,yes,US,https://shopplainjane.com,,no,no,no,no,not_probed,,40392,0.0,AWIN_AllClothingAdvertisers.csv,0.367377,2025-07-29,amber,exposurelevel5,0,0,60,Retail & Shopping,null,"Family clothing, USA made."
do_not_prioritize_now,31.0,Lady Captain,ladycaptain.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,52.0197,no,yes,US,https://ladycaptain.com,,no,no,no,no,not_probed,,41562,0.0,AWIN_AllClothingAdvertisers.csv,0.347625,2025-08-05,amber,exposurelevel5,0,0,90,Retail & Shopping,80,"Lady Captain is an independent boutique and clothing line, located bayside in Rockport, Texas. Inspired by the Gulf Coast woman and her active lifestyle, one that embraces being in nature, spending time with family and friends, and not taking an"
do_not_prioritize_now,31.0,Dressed in Joy,dressedinjoy.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,0,no,yes,US,https://dressedinjoy.com,,no,no,no,no,not_probed,,47795,0.0,AWIN_AllClothingAdvertisers.csv,0.205761,2025-08-05,green,none,0,0,30,Retail & Shopping,null,
do_not_prioritize_now,31.0,Confête,shop-confete.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,51.4499,no,yes,US,https://www.shop-confete.com,,no,no,no,no,not_probed,,95769,0.0,AWIN_AllClothingAdvertisers.csv,0.444877,2025-07-24,green,none,0,0,90,Retail & Shopping,71,"Thank you for your interest in becoming an Affiliate for Confête! Confête's affiliate program is administered through Shareasale.com. We welcome all affiliates, bloggers, content creators and influencers to apply for our affiliate program and"
do_not_prioritize_now,31.0,Glik's,gliks.com,unknown,no,yes,bottoms_denim_active,Clothing,Clothing,100.00,0.05,52.0161,yes,yes,US,https://www.gliks.com,,no,no,no,no,not_probed,,86437,-15.0,AWIN_AllClothingAdvertisers.csv,0.344936,2025-08-04,green,none,0,0,30,Retail & Shopping,70,"Thank you for your interest in partnering with Glik's! At gliks.com, you can shop Owala, The North Face, Bogg Bags, Kendra Scott, Carhartt, Birkenstock, HEYDUDE Shoes, Simply Southern Shirts, Mica Jeans, fashion boots sandals and so much more!"
do_not_prioritize_now,30.8,"Hood Hat, Inc.",hoodhat.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,0,no,yes,US,https://www.hoodhat.com,,no,no,no,no,not_probed,,73994,0.0,AWIN_AllClothingAdvertisers.csv,0.740741,2025-07-29,amber,exposurelevel5,0,0,90,Retail & Shopping,null,"We design and manufacture customizable, luxury headwear using multiple silhouettes and fabric stories. Our Average order value on our website is $114 and we offer a 10% commission."
do_not_prioritize_now,30.8,Verloop LLC,verloopknits.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,52.3013,no,yes,US,https://www.verloopknits.com,,no,no,no,no,not_probed,,97651,0.0,AWIN_AllClothingAdvertisers.csv,0.630399,2025-08-11,green,none,0,0,30,Retail & Shopping,73,"VERLOOP is on a mission to reduce textile waste with playful, resourceful design. Made in a family-owned factory in the Philippines, VERLOOP knits repurpose deadstock material and bring feel-good color to everyday life."
do_not_prioritize_now,30.8,Willow Boutique,willowchicclothing.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,52.0428,no,yes,US,https://willowchicclothing.com,,no,no,no,no,not_probed,,97617,0.0,AWIN_AllClothingAdvertisers.csv,0.372208,2025-07-30,green,none,0,0,90,Retail & Shopping,74,Welcome to the Willow Boutique family! Here at Willow we have changed the way you shop! Our #1 priority is giving you an EXPERIENCE you won’t forget. We LOVE to make you feel amazing and offer clothes you feel amazing in! We know there are
do_not_prioritize_now,30.8,BlueQuail Clothing Co.,bluequailclothingco.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,52.6913,no,yes,US,https://bluequailclothingco.com,,no,no,no,no,not_probed,,97957,0.0,AWIN_AllClothingAdvertisers.csv,1.02041,2025-08-12,green,none,0,0,60,Retail & Shopping,68,
do_not_prioritize_now,30.8,Mondo Corsini,mondocorsini.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,0,no,yes,US,https://Www.mondocorsini.com,,no,no,no,no,not_probed,,106447,0.0,AWIN_AllClothingAdvertisers.csv,0.255102,2025-07-29,green,none,0,0,45,,72,Offering 10% for driving website sales. Average transaction size £280.
do_not_prioritize_now,30.8,Le Weekend Studio,leweekendstudio.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,51.762,no,yes,US,https://leweekendstudio.com,,no,no,no,no,not_probed,,75972,0.0,AWIN_AllClothingAdvertisers.csv,0.0915332,2025-07-29,green,none,0,0,90,Retail & Shopping,70,
do_not_prioritize_now,30.8,Sitano,shopsitano.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,0,no,yes,US,https://www.shopsitano.com,,no,no,no,no,not_probed,,43335,0.0,AWIN_AllClothingAdvertisers.csv,0.164204,2025-08-05,green,none,0,0,30,Retail & Shopping,76,"Do you find yourself spending too much time shopping for the perfect bathing suit only to get to the beach and spend +50% of your time in a cover-up? At Sitano, we want to shift the focus from the stresses of bathing suit shopping to making it e"
do_not_prioritize_now,30.8,Hometown Apparel,hometownapparel.com,unknown,no,no,,Clothing,Clothing|Gifts & Flowers,100.00,0.04,61.0044,no,yes,US,https://www.hometownapparel.com,,no,no,no,no,not_probed,,91017,0.0,AWIN_AllClothingAdvertisers.csv,15.3667,2025-06-03,green,none,0,0,30,Retail & Shopping,70,"Earn 15% per sale with Hometown Apparel—100k+ hometown pride designs, $80+ AOV, and 200k+ happy customers. Trusted since 2018. Great for gift guides, holidays, birthdays more. Ideal for bloggers influencers in lifestyle, apparel, and local niches."
do_not_prioritize_now,30.8,CROSBY by Mollie Burch,crosbybymollieburch.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,51.0477,no,yes,US,https://www.crosbybymollieburch.com,,no,no,no,no,not_probed,,67096,0.0,AWIN_AllClothingAdvertisers.csv,0.0438789,2025-07-24,green,none,0,0,15,Retail & Shopping,77,
do_not_prioritize_now,30.8,Permanent Vacation (US),permanentvacation.com.au,unknown,no,no,,Clothing,Clothing,100.00,0.04,65.094,no,yes,US,https://www.permanentvacation.com.au/,,no,no,no,no,not_probed,,122682,0.0,AWIN_AllClothingAdvertisers.csv,0.090009,2026-01-28,amber,exposurelevel4,0,0,30,Retail & Shopping,49,"Permanent Vacation is an ongoing Project series exploring design as an expression of sentiment. Our philosophy circles around the simple principle of creating high quality clothes that are easy to wear, effortless, considered, and timeless."
do_not_prioritize_now,30.6,Sunday Swagger,sundayswagger.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.2755,no,yes,US,https://sundayswagger.com,,no,no,no,no,not_probed,,78184,0.0,AWIN_AllClothingAdvertisers.csv,0.272676,2025-07-23,green,none,0,0,7,Retail & Shopping,58,"Sunday Swagger is more than just performance golf shirts - it’s a lifestyle brand for the entire family with a personality that’s guaranteed to turn heads. Our shirts are designed with 4-way stretch, UPF 40 sun protection, moisture wicking te"
do_not_prioritize_now,30.6,navyBLEU LLC,shopnavybleu.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.1758,no,yes,US,https://shopnavybleu.com,,no,no,no,no,not_probed,,33169,0.0,AWIN_AllClothingAdvertisers.csv,0.17331,2025-07-30,green,none,0,0,90,Retail & Shopping,74,"Founded in 2019, NAVYBLEU is a year-round resort brand featuring our exclusive designs and a curated selection of pieces for vacation and home! Erin designs small batch, limited edition pieces in Massachusetts and manufactures in India."
do_not_prioritize_now,30.6,EllandEmm,ellandemm.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.1742,no,yes,US,https://www.ellandemm.com,,no,no,no,no,not_probed,,90955,0.0,AWIN_AllClothingAdvertisers.csv,0.171262,2025-08-12,green,none,0,0,15,Retail & Shopping,69,Welcome! EllandEmm is a company based in California that is turning 7 years old this year. We strive for the best customer service and we know you will be happy to work with us and our affiliate program. Commission - 10% Cookie D
do_not_prioritize_now,30.6,BFFS & BABES,bffsandbabes.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,52.1253,no,yes,US,https://bffsandbabes.com,,no,no,no,no,not_probed,,54473,0.0,AWIN_AllClothingAdvertisers.csv,0.456109,2025-07-24,green,none,0,0,90,Retail & Shopping,76,"Designed and tie-dyed in the USA, BFFS & BABES is a one-stop-shop for the coolest tie-dye and customizable loungewear and accessories. Our goal is to create one of a kind pieces you will wear and gift to your love ones during the most"
do_not_prioritize_now,30.6,Lane 201 Boutique,lane201.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,52.2055,no,yes,US,https://www.lane201.com,,no,no,no,no,not_probed,,90721,0.0,AWIN_AllClothingAdvertisers.csv,1.20292,2025-08-27,green,none,0,0,15,Retail & Shopping,71,"Lane 201 is your one-stop shop for all things fashion related! Our hopes are to bring fun, affordable, unique, fashionable clothing with an effortless approach. We add new styles daily which allows you a variety of ways to promote and earn with"
do_not_prioritize_now,30.6,Anna Cate Collection,annacatecollection.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.0316,no,yes,US,https://www.annacatecollection.com,,no,no,no,no,not_probed,,38686,0.0,AWIN_AllClothingAdvertisers.csv,0.0290579,2025-08-13,green,none,0,0,90,Retail & Shopping,72,
do_not_prioritize_now,30.6,Called To Surf,calledtosurf.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,52.0218,no,yes,US,https://www.calledtosurf.com,,no,no,no,no,not_probed,,98377,0.0,AWIN_AllClothingAdvertisers.csv,0.351692,2025-07-29,green,none,0,0,90,Retail & Shopping,72,
do_not_prioritize_now,30.6,Elizabeth Wilson Designs,elizabethwilsondesigns.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.9849,no,yes,US,https://www.elizabethwilsondesigns.com,,no,no,no,no,not_probed,,97681,0.0,AWIN_AllClothingAdvertisers.csv,0.315236,2025-08-05,green,none,0,0,90,Retail & Shopping,68,
do_not_prioritize_now,30.6,J.Marie,jmariecollections.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.8049,no,yes,US,https://jmariecollections.com,,no,no,no,no,not_probed,,96639,0.0,AWIN_AllClothingAdvertisers.csv,0.134953,2025-05-22,green,none,0,0,45,Retail & Shopping,69,"The history of J.Marie begins with family heritage. With roots in Mexico, this origin provided the inspiration to create a modern line celebrating the classic styles of Central America. After countless trips to Central America to visit"
do_not_prioritize_now,30.6,Edited Pieces,editedpieces.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,45.2879,no,yes,US,https://www.editedpieces.com,,no,no,no,no,not_probed,,95587,0.0,AWIN_AllClothingAdvertisers.csv,0.284596,2025-08-05,green,none,0,0,7,Retail & Shopping,79,"Edited Pieces brings you fashion for the now, and the years from now. Inspired by timeless styles and crafted with the modern woman in mind, we hope our pieces will be ones you keep reaching for year after year."
do_not_prioritize_now,30.6,Arianne Elmy LLC,arianne-elmy.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,0,no,yes,US,https://arianne-elmy.com,,no,no,no,no,not_probed,,57113,0.0,AWIN_AllClothingAdvertisers.csv,0.0744602,2025-08-05,amber,exposurelevel5,0,0,90,Retail & Shopping,null,"Founded in 2014, Arianne Elmy pieces are inspired by modern art's translations of society and inter personal relationships. The collections involve elaborate concept development, inner dialogue, and trusting of the subconscious mind. Designer A"
do_not_prioritize_now,30.6,Line + Cleat,lineandcleat.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.4077,no,yes,US,https://www.lineandcleat.com,,no,no,no,no,not_probed,,58057,0.0,AWIN_AllClothingAdvertisers.csv,0.404858,2025-07-30,green,none,0,0,30,Retail & Shopping,74,Line + Cleat exists to equip leisure water enthusiasts with the freedom and space their families yearn for on the water. Our expertly crafted line of children’s life jackets and UPF wear provides parents with the perfect blend of cultivated styl
do_not_prioritize_now,30.6,"Daisysilk Trade Co.,Ltd",daisysilk.com,unknown,no,no,,Clothing,Clothing,87.11,0.16,47.5827,no,yes,US,https://www.daisysilk.com,,no,no,no,no,not_probed,,95219,0.0,AWIN_AllClothingAdvertisers.csv,2.36887,2025-07-23,green,none,0,0,30,Retail & Shopping,71,"DaisySilk offers 100% mulberry silk and cashmere essentials—from sleepwear and bedding to blouses and scarves. We focus on comfort, quality, and timeless style for everyday luxury."
do_not_prioritize_now,30.4,Emily McCarthy,emilymccarthy.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,51.7422,no,yes,US,https://www.emilymccarthy.com,,no,no,no,no,not_probed,,48761,0.0,AWIN_AllClothingAdvertisers.csv,0.073091,2025-07-23,green,none,0,0,90,Retail & Shopping,72,"Emily McCarthy launched in 2012, based on vibrant prints designed by Emily herself. The infectious spirit caught on quickly, and over 400 retailers later, we’re bringing fun and fabulousness to your Monday mornings and weekend soirees with color"
